association_id,oracle_file_id,oracle_path,vendor,report_type,schedule_file_id,schedule_path,schedule_title,schedule_status_date,score,confidence,source_resolution,evidence,validation
A0133,F0135,ref2/2345.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0009,ref1/.mpp test files/2-3-4-5/Project4.mpp,Commercial Construction,2026-07-29T17:00,1000,confirmed,explicit_mpp_reference,AFW explicitly references project4.mpp,"{""explicit_reference_label"": ""project4"", ""folder_prefix_depth"": 0}"
A0134,F0135,ref2/2345.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0010,ref1/.mpp test files/2-3-4-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1000,confirmed,explicit_name_equivalence_class,AFW explicitly references project5 tampered.mpp,"{""explicit_reference_label"": ""project5 tampered"", ""folder_prefix_depth"": 0}"
A0135,F0135,ref2/2345.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0082,ref1/.mpp test files/Project 1-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1000,confirmed,explicit_name_equivalence_class,AFW explicitly references project5 tampered.mpp,"{""explicit_reference_label"": ""project5 tampered"", ""folder_prefix_depth"": 0}"
A0136,F0135,ref2/2345.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1000,confirmed,explicit_name_equivalence_class,AFW explicitly references project5 tampered.mpp,"{""explicit_reference_label"": ""project5 tampered"", ""folder_prefix_depth"": 0}"
A0137,F0135,ref2/2345.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,1000,confirmed,explicit_mpp_reference,AFW explicitly references project2.mpp,"{""explicit_reference_label"": ""project2"", ""folder_prefix_depth"": 0}"
A0138,F0139,ref2/Hard_File Forensic Analysis Report.xlsx,Acumen Fuse,Acumen Forensic Analysis Report,F0036,ref1/.mpp test files/Hard_File/Hard_File.mpp,Customer Service Ramp Up,2026-07-07T17:00,600,confirmed,exact_label_source_ambiguous,Acumen embedded project/version label: hard file,"{""folder_prefix_depth"": 0, ""matched_labels"": [""hard file""]}"
A0139,F0139,ref2/Hard_File Forensic Analysis Report.xlsx,Acumen Fuse,Acumen Forensic Analysis Report,F0058,ref1/.mpp test files/Hard_File/Hard_File_updated.mpp,Customer Service Ramp Up,2026-08-11T17:00,600,confirmed,exact_label_source_ambiguous,Acumen embedded project/version label: hard file updated,"{""folder_prefix_depth"": 0, ""matched_labels"": [""hard file updated""]}"
A0140,F0140,ref2/Hard_File_Fuse.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0036,ref1/.mpp test files/Hard_File/Hard_File.mpp,Customer Service Ramp Up,2026-07-07T17:00,1000,confirmed,explicit_mpp_reference,AFW explicitly references hard file.mpp,"{""explicit_reference_label"": ""hard file"", ""folder_prefix_depth"": 0}"
A0141,F0140,ref2/Hard_File_Fuse.afw,Acumen Fuse Workspace,Acumen AFW Workspace,F0058,ref1/.mpp test files/Hard_File/Hard_File_updated.mpp,Customer Service Ramp Up,2026-08-11T17:00,1000,confirmed,explicit_mpp_reference,AFW explicitly references hard file updated.mpp,"{""explicit_reference_label"": ""hard file updated"", ""folder_prefix_depth"": 0}"
A0142,F0141,ref2/Large Test File (OverAl Fixed) UID_152_Directional_Path_Analysis_2026-6-24-13-17-48.xlsx,SSI Tools,SSI Directional Path Export,F0110,ref1/Large Test File Leveled with Driving Slack Not Leveled.mpp,USA OTB Master IMS,2025-02-07T17:00,900,confirmed,exact,UID+name exact 783/783 | start/finish exact 783/783,"{""date_comparable"": 783, ""date_match"": 783, ""name_match"": 783, ""rows"": 783, ""uid_match"": 783}"
A0143,F0142,ref2/Large_Test_File_UID_152_Directional_Path_Analysis_2026-7-8-8-45-50.xlsx,SSI Tools,SSI Directional Path Export,F0078,ref1/.mpp test files/Large Test File/Large Test File.mpp,Longstar Master IMS,2025-02-07T17:00,1300,confirmed,equivalence_class,SSI Project column exact alias | UID+name exact 76/76 | start/finish exact 76/76,"{""date_comparable"": 76, ""date_match"": 76, ""name_match"": 76, ""rows"": 76, ""uid_match"": 76}"
A0144,F0142,ref2/Large_Test_File_UID_152_Directional_Path_Analysis_2026-7-8-8-45-50.xlsx,SSI Tools,SSI Directional Path Export,F0080,ref1/.mpp test files/Large Test File/Large_Test_File.mpp,Longstar Master IMS,2025-02-07T17:00,1300,confirmed,equivalence_class,SSI Project column exact alias | UID+name exact 76/76 | start/finish exact 76/76,"{""date_comparable"": 76, ""date_match"": 76, ""name_match"": 76, ""rows"": 76, ""uid_match"": 76}"
A0145,F0144,ref2/Project2 vs Project5_TAMPERED Forensic Analysis Report.xlsx,Acumen Fuse,Acumen Forensic Analysis Report,F0010,ref1/.mpp test files/2-3-4-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,600,confirmed,exact_label_source_ambiguous,Acumen embedded project/version label: project5 tampered,"{""folder_prefix_depth"": 0, ""matched_labels"": [""project5 tampered""]}"
A0146,F0144,ref2/Project2 vs Project5_TAMPERED Forensic Analysis Report.xlsx,Acumen Fuse,Acumen Forensic Analysis Report,F0082,ref1/.mpp test files/Project 1-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,600,confirmed,exact_label_source_ambiguous,Acumen embedded project/version label: project5 tampered,"{""folder_prefix_depth"": 0, ""matched_labels"": [""project5 tampered""]}"
A0147,F0144,ref2/Project2 vs Project5_TAMPERED Forensic Analysis Report.xlsx,Acumen Fuse,Acumen Forensic Analysis Report,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,600,confirmed,exact_label_source_ambiguous,Acumen embedded project/version label: project5 tampered,"{""folder_prefix_depth"": 0, ""matched_labels"": [""project5 tampered""]}"
A0148,F0144,ref2/Project2 vs Project5_TAMPERED Forensic Analysis Report.xlsx,Acumen Fuse,Acumen Forensic Analysis Report,F0102,ref1/00_REFERENCE_INTAKEmppProject2.mpp,Commercial Construction,2026-05-24T17:00,600,confirmed,exact_label_source_ambiguous,Acumen embedded project/version label: project2,"{""folder_prefix_depth"": 0, ""matched_labels"": [""project2""]}"
A0149,F0145,ref2/Project5_TAMPERED_UID_67_Directional_Path_Analysis_2026-7-8-8-19-10.xlsx,SSI Tools,SSI Directional Path Export,F0010,ref1/.mpp test files/2-3-4-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1300,confirmed,equivalence_class,SSI Project column exact alias | UID+name exact 20/20 | start/finish exact 20/20,"{""date_comparable"": 20, ""date_match"": 20, ""name_match"": 20, ""rows"": 20, ""uid_match"": 20}"
A0150,F0145,ref2/Project5_TAMPERED_UID_67_Directional_Path_Analysis_2026-7-8-8-19-10.xlsx,SSI Tools,SSI Directional Path Export,F0082,ref1/.mpp test files/Project 1-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1300,confirmed,equivalence_class,SSI Project column exact alias | UID+name exact 20/20 | start/finish exact 20/20,"{""date_comparable"": 20, ""date_match"": 20, ""name_match"": 20, ""rows"": 20, ""uid_match"": 20}"
A0151,F0145,ref2/Project5_TAMPERED_UID_67_Directional_Path_Analysis_2026-7-8-8-19-10.xlsx,SSI Tools,SSI Directional Path Export,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1300,confirmed,equivalence_class,SSI Project column exact alias | UID+name exact 20/20 | start/finish exact 20/20,"{""date_comparable"": 20, ""date_match"": 20, ""name_match"": 20, ""rows"": 20, ""uid_match"": 20}"
A0152,F0146,ref2/SRA Risk - Project5_TAMPERED - SRA.xlsx,SSI-method SRA,SRA Focus-Finish Distribution,F0010,ref1/.mpp test files/2-3-4-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,650,probable,focus_event_equivalence_class,Workbook filename names Project5_TAMPERED | Focus event name exact: Issue final request for payment | Focus UID 145 established by companion SRA workbooks,"{""focus_name"": ""Issue final request for payment"", ""focus_uid"": 145, ""row_level_source_match"": ""not available in this workbook""}"
A0153,F0146,ref2/SRA Risk - Project5_TAMPERED - SRA.xlsx,SSI-method SRA,SRA Focus-Finish Distribution,F0081,ref1/.mpp test files/Project 1-5/Project5.mpp,Commercial Construction,2026-08-27T17:00,650,probable,focus_event_equivalence_class,Workbook filename names Project5_TAMPERED | Focus event name exact: Issue final request for payment | Focus UID 145 established by companion SRA workbooks,"{""focus_name"": ""Issue final request for payment"", ""focus_uid"": 145, ""row_level_source_match"": ""not available in this workbook""}"
A0154,F0146,ref2/SRA Risk - Project5_TAMPERED - SRA.xlsx,SSI-method SRA,SRA Focus-Finish Distribution,F0082,ref1/.mpp test files/Project 1-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,650,probable,focus_event_equivalence_class,Workbook filename names Project5_TAMPERED | Focus event name exact: Issue final request for payment | Focus UID 145 established by companion SRA workbooks,"{""focus_name"": ""Issue final request for payment"", ""focus_uid"": 145, ""row_level_source_match"": ""not available in this workbook""}"
A0155,F0146,ref2/SRA Risk - Project5_TAMPERED - SRA.xlsx,SSI-method SRA,SRA Focus-Finish Distribution,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,650,probable,focus_event_equivalence_class,Workbook filename names Project5_TAMPERED | Focus event name exact: Issue final request for payment | Focus UID 145 established by companion SRA workbooks,"{""focus_name"": ""Issue final request for payment"", ""focus_uid"": 145, ""row_level_source_match"": ""not available in this workbook""}"
A0156,F0147,ref2/SRA Sensitivity Analysis.xlsx,SSI-method SRA,SRA Sensitivity Analysis,F0010,ref1/.mpp test files/2-3-4-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,900,confirmed-structural,semantic_equivalence_class,SRA task UID exact 19/19 | SRA task name exact 19/19 | Focus event UID 145 and name match Project5 family,"{""focus_uid"": 145, ""name_match"": 19, ""rows"": 19, ""uid_match"": 19, ""vendor_parity_role"": ""reference/structural; not promoted to official SSI oracle""}"
A0157,F0147,ref2/SRA Sensitivity Analysis.xlsx,SSI-method SRA,SRA Sensitivity Analysis,F0081,ref1/.mpp test files/Project 1-5/Project5.mpp,Commercial Construction,2026-08-27T17:00,900,confirmed-structural,semantic_equivalence_class,SRA task UID exact 19/19 | SRA task name exact 19/19 | Focus event UID 145 and name match Project5 family,"{""focus_uid"": 145, ""name_match"": 19, ""rows"": 19, ""uid_match"": 19, ""vendor_parity_role"": ""reference/structural; not promoted to official SSI oracle""}"
A0158,F0147,ref2/SRA Sensitivity Analysis.xlsx,SSI-method SRA,SRA Sensitivity Analysis,F0082,ref1/.mpp test files/Project 1-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,900,confirmed-structural,semantic_equivalence_class,SRA task UID exact 19/19 | SRA task name exact 19/19 | Focus event UID 145 and name match Project5 family,"{""focus_uid"": 145, ""name_match"": 19, ""rows"": 19, ""uid_match"": 19, ""vendor_parity_role"": ""reference/structural; not promoted to official SSI oracle""}"
A0159,F0147,ref2/SRA Sensitivity Analysis.xlsx,SSI-method SRA,SRA Sensitivity Analysis,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,900,confirmed-structural,semantic_equivalence_class,SRA task UID exact 19/19 | SRA task name exact 19/19 | Focus event UID 145 and name match Project5 family,"{""focus_uid"": 145, ""name_match"": 19, ""rows"": 19, ""uid_match"": 19, ""vendor_parity_role"": ""reference/structural; not promoted to official SSI oracle""}"
A0160,F0150,ref2/sra-ssi (January 2026).xlsx,SSI-method SRA,SSI-method SRA Results Workbook,F0077,ref1/.mpp test files/Large Test File/Large Test File Leveled.mpp,USA OTB Master IMS,2025-02-07T17:00,500,probable,title_focus_equivalence_class,Run setup schedule title exact: USA OTB Master IMS | Run setup focus UID 152 and focus name Ready to Ship,"{""focus_name"": ""Ready to Ship"", ""focus_uid"": 152, ""limitation"": ""No task-level rows available to distinguish leveled variants"", ""per_task_rows"": 0}"
A0161,F0150,ref2/sra-ssi (January 2026).xlsx,SSI-method SRA,SSI-method SRA Results Workbook,F0109,ref1/Large Test File Leveled (OVERALLOCATION FIXED).mpp,USA OTB Master IMS,2025-02-07T17:00,500,probable,title_focus_equivalence_class,Run setup schedule title exact: USA OTB Master IMS | Run setup focus UID 152 and focus name Ready to Ship,"{""focus_name"": ""Ready to Ship"", ""focus_uid"": 152, ""limitation"": ""No task-level rows available to distinguish leveled variants"", ""per_task_rows"": 0}"
A0162,F0150,ref2/sra-ssi (January 2026).xlsx,SSI-method SRA,SSI-method SRA Results Workbook,F0110,ref1/Large Test File Leveled with Driving Slack Not Leveled.mpp,USA OTB Master IMS,2025-02-07T17:00,500,probable,title_focus_equivalence_class,Run setup schedule title exact: USA OTB Master IMS | Run setup focus UID 152 and focus name Ready to Ship,"{""focus_name"": ""Ready to Ship"", ""focus_uid"": 152, ""limitation"": ""No task-level rows available to distinguish leveled variants"", ""per_task_rows"": 0}"
A0163,F0150,ref2/sra-ssi (January 2026).xlsx,SSI-method SRA,SSI-method SRA Results Workbook,F0111,ref1/Large Test File Leveled with Driving Slack.mpp,USA OTB Master IMS,2025-02-07T17:00,500,probable,title_focus_equivalence_class,Run setup schedule title exact: USA OTB Master IMS | Run setup focus UID 152 and focus name Ready to Ship,"{""focus_name"": ""Ready to Ship"", ""focus_uid"": 152, ""limitation"": ""No task-level rows available to distinguish leveled variants"", ""per_task_rows"": 0}"
A0164,F0152,ref2/sra-ssi.xlsx,SSI-method SRA,SSI-method SRA Results Workbook,F0010,ref1/.mpp test files/2-3-4-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1000,confirmed-structural,semantic_equivalence_class,Per-task UID exact 126/126 | Per-task task name exact 126/126 | Run setup identifies focus UID 145,"{""focus_uid"": 145, ""name_match"": 126, ""rows"": 126, ""uid_match"": 126, ""vendor_parity_role"": ""reference/structural; stochastic results require seed and configuration""}"
A0165,F0152,ref2/sra-ssi.xlsx,SSI-method SRA,SSI-method SRA Results Workbook,F0081,ref1/.mpp test files/Project 1-5/Project5.mpp,Commercial Construction,2026-08-27T17:00,1000,confirmed-structural,semantic_equivalence_class,Per-task UID exact 126/126 | Per-task task name exact 126/126 | Run setup identifies focus UID 145,"{""focus_uid"": 145, ""name_match"": 126, ""rows"": 126, ""uid_match"": 126, ""vendor_parity_role"": ""reference/structural; stochastic results require seed and configuration""}"
A0166,F0152,ref2/sra-ssi.xlsx,SSI-method SRA,SSI-method SRA Results Workbook,F0082,ref1/.mpp test files/Project 1-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1000,confirmed-structural,semantic_equivalence_class,Per-task UID exact 126/126 | Per-task task name exact 126/126 | Run setup identifies focus UID 145,"{""focus_uid"": 145, ""name_match"": 126, ""rows"": 126, ""uid_match"": 126, ""vendor_parity_role"": ""reference/structural; stochastic results require seed and configuration""}"
A0167,F0152,ref2/sra-ssi.xlsx,SSI-method SRA,SSI-method SRA Results Workbook,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1000,confirmed-structural,semantic_equivalence_class,Per-task UID exact 126/126 | Per-task task name exact 126/126 | Run setup identifies focus UID 145,"{""focus_uid"": 145, ""name_match"": 126, ""rows"": 126, ""uid_match"": 126, ""vendor_parity_role"": ""reference/structural; stochastic results require seed and configuration""}"
A0168,F0164,ref2/UID_145_Directional_Path_Analysis_2026-6-22-11-35-10.xlsx,SSI Tools,SSI Directional Path Export,F0010,ref1/.mpp test files/2-3-4-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1300,confirmed,equivalence_class,SSI Project column exact alias | UID+name exact 108/108 | start/finish exact 108/108,"{""date_comparable"": 108, ""date_match"": 108, ""name_match"": 108, ""rows"": 108, ""uid_match"": 108}"
A0169,F0164,ref2/UID_145_Directional_Path_Analysis_2026-6-22-11-35-10.xlsx,SSI Tools,SSI Directional Path Export,F0082,ref1/.mpp test files/Project 1-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1300,confirmed,equivalence_class,SSI Project column exact alias | UID+name exact 108/108 | start/finish exact 108/108,"{""date_comparable"": 108, ""date_match"": 108, ""name_match"": 108, ""rows"": 108, ""uid_match"": 108}"
A0170,F0164,ref2/UID_145_Directional_Path_Analysis_2026-6-22-11-35-10.xlsx,SSI Tools,SSI Directional Path Export,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1300,confirmed,equivalence_class,SSI Project column exact alias | UID+name exact 108/108 | start/finish exact 108/108,"{""date_comparable"": 108, ""date_match"": 108, ""name_match"": 108, ""rows"": 108, ""uid_match"": 108}"
A0171,F0165,ref2/UID_145_Directional_Path_Analysis_2026-6-23-12-28-46.xlsx,SSI Tools,SSI Directional Path Export,F0010,ref1/.mpp test files/2-3-4-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1300,confirmed,equivalence_class,SSI Project column exact alias | UID+name exact 13/13 | start/finish exact 13/13,"{""date_comparable"": 13, ""date_match"": 13, ""name_match"": 13, ""rows"": 13, ""uid_match"": 13}"
A0172,F0165,ref2/UID_145_Directional_Path_Analysis_2026-6-23-12-28-46.xlsx,SSI Tools,SSI Directional Path Export,F0082,ref1/.mpp test files/Project 1-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1300,confirmed,equivalence_class,SSI Project column exact alias | UID+name exact 13/13 | start/finish exact 13/13,"{""date_comparable"": 13, ""date_match"": 13, ""name_match"": 13, ""rows"": 13, ""uid_match"": 13}"
A0173,F0165,ref2/UID_145_Directional_Path_Analysis_2026-6-23-12-28-46.xlsx,SSI Tools,SSI Directional Path Export,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1300,confirmed,equivalence_class,SSI Project column exact alias | UID+name exact 13/13 | start/finish exact 13/13,"{""date_comparable"": 13, ""date_match"": 13, ""name_match"": 13, ""rows"": 13, ""uid_match"": 13}"
A0174,F0166,ref2/UID_145_Directional_Path_Analysis_All_Dependencies_2026-6-23-12-37-10.xlsx,SSI Tools,SSI Directional Path Export,F0010,ref1/.mpp test files/2-3-4-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1300,confirmed,equivalence_class,SSI Project column exact alias | UID+name exact 108/108 | start/finish exact 108/108,"{""date_comparable"": 108, ""date_match"": 108, ""name_match"": 108, ""rows"": 108, ""uid_match"": 108}"
A0175,F0166,ref2/UID_145_Directional_Path_Analysis_All_Dependencies_2026-6-23-12-37-10.xlsx,SSI Tools,SSI Directional Path Export,F0082,ref1/.mpp test files/Project 1-5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1300,confirmed,equivalence_class,SSI Project column exact alias | UID+name exact 108/108 | start/finish exact 108/108,"{""date_comparable"": 108, ""date_match"": 108, ""name_match"": 108, ""rows"": 108, ""uid_match"": 108}"
A0176,F0166,ref2/UID_145_Directional_Path_Analysis_All_Dependencies_2026-6-23-12-37-10.xlsx,SSI Tools,SSI Directional Path Export,F0090,ref1/.mpp test files/Project2 - Project5/2 vs 5/Project5_TAMPERED.mpp,Commercial Construction,2026-08-27T17:00,1300,confirmed,equivalence_class,SSI Project column exact alias | UID+name exact 108/108 | start/finish exact 108/108,"{""date_comparable"": 108, ""date_match"": 108, ""name_match"": 108, ""rows"": 108, ""uid_match"": 108}"
A0177,F0167,ref2/UID_152_Directional_Path_Analysis_2026-6-23-12-46-44.xlsx,SSI Tools,SSI Directional Path Export,F0110,ref1/Large Test File Leveled with Driving Slack Not Leveled.mpp,USA OTB Master IMS,2025-02-07T17:00,900,confirmed,exact,UID+name exact 783/783 | start/finish exact 783/783,"{""date_comparable"": 783, ""date_match"": 783, ""name_match"": 783, ""rows"": 783, ""uid_match"": 783}"
A0178,F0168,ref2/UID_152_Directional_Path_Analysis_All Dependents Not Leveled_2026-6-23-20-30-55.xlsx,SSI Tools,SSI Directional Path Export,F0111,ref1/Large Test File Leveled with Driving Slack.mpp,USA OTB Master IMS,2025-02-07T17:00,1150,probable,structural_only,SSI Project column exact alias | UID+name exact 783/783 | start/finish >=95% 757/783,"{""date_comparable"": 783, ""date_match"": 757, ""name_match"": 783, ""rows"": 783, ""uid_match"": 783}"
A0179,F0169,ref2/UID_152_Directional_Path_Analysis_ALL_2026-6-23-15-5-21.xlsx,SSI Tools,SSI Directional Path Export,F0110,ref1/Large Test File Leveled with Driving Slack Not Leveled.mpp,USA OTB Master IMS,2025-02-07T17:00,900,confirmed,exact,UID+name exact 783/783 | start/finish exact 783/783,"{""date_comparable"": 783, ""date_match"": 783, ""name_match"": 783, ""rows"": 783, ""uid_match"": 783}"
A0180,F0170,ref2/UID_152_Directional_Path_Analysis_Leveled_All_Dependents_2026-6-23-20-28-26.xlsx,SSI Tools,SSI Directional Path Export,F0077,ref1/.mpp test files/Large Test File/Large Test File Leveled.mpp,USA OTB Master IMS,2025-02-07T17:00,1150,probable,structural_only,SSI Project column exact alias | UID+name exact 783/783 | start/finish >=95% 753/783,"{""date_comparable"": 783, ""date_match"": 753, ""name_match"": 783, ""rows"": 783, ""uid_match"": 783}"
A0181,F0171,ref2/UID_152_Directional_Path_Analysis_Resource_Level_2026-6-23-17-8-43.xlsx,SSI Tools,SSI Directional Path Export,F0111,ref1/Large Test File Leveled with Driving Slack.mpp,USA OTB Master IMS,2025-02-07T17:00,900,confirmed,exact,UID+name exact 783/783 | start/finish exact 783/783,"{""date_comparable"": 783, ""date_match"": 783, ""name_match"": 783, ""rows"": 783, ""uid_match"": 783}"
A0182,F0172,ref2/UID_4_Directional_Path_Analysis_2026-6-23-15-42-46.xlsx,SSI Tools,SSI Directional Path Export,F0104,ref1/5 Task Test File.mpp,5 Task Test File,2026-07-06T17:00,800,structural-only,structural_only,SSI Project column exact alias | UID+name exact 4/4,"{""date_comparable"": 4, ""date_match"": 1, ""name_match"": 4, ""rows"": 4, ""uid_match"": 4}"
A0183,F0173,ref2/UID_4_Directional_Path_Analysis_Progress_2026-6-23-16-0-6.xlsx,SSI Tools,SSI Directional Path Export,F0104,ref1/5 Task Test File.mpp,5 Task Test File,2026-07-06T17:00,800,structural-only,structural_only,SSI Project column exact alias | UID+name exact 4/4,"{""date_comparable"": 4, ""date_match"": 1, ""name_match"": 4, ""rows"": 4, ""uid_match"": 4}"
A0184,F0174,ref2/UID_4_Directional_Path_Analysis_Split_2026-6-23-16-31-24.xlsx,SSI Tools,SSI Directional Path Export,F0104,ref1/5 Task Test File.mpp,5 Task Test File,2026-07-06T17:00,1300,confirmed,exact,SSI Project column exact alias | UID+name exact 4/4 | start/finish exact 4/4,"{""date_comparable"": 4, ""date_match"": 4, ""name_match"": 4, ""rows"": 4, ""uid_match"": 4}"
A0185,F0175,ref2/Workbook1 - DCMA Report.xlsx,Acumen Fuse,Acumen DCMA/Summary Report,F0078,ref1/.mpp test files/Large Test File/Large Test File.mpp,Longstar Master IMS,2025-02-07T17:00,600,confirmed,exact_label_source_ambiguous,Acumen embedded project/version label: large test file,"{""folder_prefix_depth"": 0, ""matched_labels"": [""large test file""]}"
A0186,F0175,ref2/Workbook1 - DCMA Report.xlsx,Acumen Fuse,Acumen DCMA/Summary Report,F0079,ref1/.mpp test files/Large Test File/Large Test File2.mpp,Longstar Master IMS,2025-03-10T17:00,600,confirmed,exact_label_source_ambiguous,Acumen embedded project/version label: large test file2,"{""folder_prefix_depth"": 0, ""matched_labels"": [""large test file2""]}"
A0187,F0175,ref2/Workbook1 - DCMA Report.xlsx,Acumen Fuse,Acumen DCMA/Summary Report,F0080,ref1/.mpp test files/Large Test File/Large_Test_File.mpp,Longstar Master IMS,2025-02-07T17:00,600,confirmed,exact_label_source_ambiguous,Acumen embedded project/version label: large test file,"{""folder_prefix_depth"": 0, ""matched_labels"": [""large test file""]}"
